id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22110217,★ Sparkling Clean San Francisco Hideout ★,7772037,Leila,,Bayview,37.73307,-122.38714,Entire home/apt,147,2,171,2021-07-26,4.29,1,196
22171639,Bright & Lovely Garden-side Bedroom,158369175,Ejlam,,Russian Hill,37.80335,-122.42327,Private room,99,30,1,2018-11-15,0.03,9,179
22189205,Gorgeous Cottage with deck & garden in Cole Valley,7636990,Greg & Nathalie,,Haight Ashbury,37.76647,-122.44872,Entire home/apt,200,30,4,2021-01-07,0.13,2,112
22190418,Master upstairs sunny queen room Mission Terrace,9109983,Geoffrey,,Outer Mission,37.72366,-122.43981,Private room,69,30,49,2021-04-20,1.12,4,277
22191252,Urban OASIS w/ Calming Fountains (Optional Cats!),162097421,Emily,,Mission,37.74963,-122.41535,Entire home/apt,600,10,1,2018-08-03,0.03,1,305
22193833,Beautiful Victorian flat in Cole Valey,7636990,Greg & Nathalie,,Haight Ashbury,37.76661,-122.44775,Entire home/apt,350,30,5,2021-04-20,0.13,2,122
22207774,San Francisco (1 bedroom condo)(Union Square),100238132,Michael,,Downtown/Civic Center,37.78815,-122.41368,Entire home/apt,243,3,40,2020-02-28,1.03,21,263
22208070,San Francisco (1 bedroom condo)(Union Square),100238132,Michael,,Downtown/Civic Center,37.78862,-122.41378,Entire home/apt,229,3,51,2020-02-29,1.94,21,263
22208187,UNION SQUARE-Canterbury Resort-1 bedroom condo,100238132,Michael,,Nob Hill,37.78975,-122.41392,Entire home/apt,243,3,41,2019-12-05,1.36,21,263
22214202,Hip Minimalist Suite w/ Private Entrance & Bath,16440250,Tiffany,,Bernal Heights,37.74624,-122.41637,Entire home/apt,130,1,256,2021-08-01,7.43,1,45
22229654,"Private, Lovely Minimalist Home near GGP and Ocean",148590346,Ellen,,Outer Sunset,37.75771,-122.50032,Entire home/apt,155,1,191,2021-07-25,4.72,1,141
22245431,Newly Renovated Home in the heart of Potrero Hill,13613187,Rose,,Potrero Hill,37.75432,-122.40088,Entire home/apt,180,3,47,2021-07-05,1.91,1,1
22263518,Incredible Views in A Great Location,1892430,Jan,,Haight Ashbury,37.76966,-122.43746,Entire home/apt,160,30,1,2019-01-07,0.03,31,95
22265031,Economical Studio near UCSF,1892430,Jan,,Inner Sunset,37.76411,-122.4618,Entire home/apt,90,30,1,2018-02-12,0.02,31,316
22277766,SF Artist Studio Home,5822506,Kelly + Ivan,,Excelsior,37.71603,-122.43722,Entire home/apt,195,30,11,2018-09-28,0.27,1,179
22328157,Castro / Corona Heights Charmer with a View (2 bd),163243187,Bryan,,Castro/Upper Market,37.76221,-122.44159,Entire home/apt,342,3,37,2021-07-26,0.97,2,111
22340219,"Charming, Spacious Bedroom/Bath in Pacific Heights",163339428,Jenny,,Pacific Heights,37.79252,-122.42294,Private room,400,2,146,2020-11-20,3.50,3,44
22355943,The Cellar,74052669,Carlos,,Russian Hill,37.79752,-122.41215,Entire home/apt,70,30,5,2021-02-02,0.13,1,337
22373160,Sweet Cottage on A Garden,1892430,Jan,,Haight Ashbury,37.76674,-122.44563,Entire home/apt,90,30,12,2020-12-05,0.37,31,337
22373631,Economical and Convenient,1892430,Jan,,Western Addition,37.77473,-122.43182,Entire home/apt,140,30,0,,,31,307
22375226,"Gorgeous, quiet Edwardian house in HEART of Castro",2253513,Scott,,Castro/Upper Market,37.76091,-122.43486,Entire home/apt,450,3,51,2021-07-30,1.27,1,6
22378695,Russian Hill gem,163643989,Vivien,,Russian Hill,37.80166,-122.42197,Entire home/apt,295,30,20,2018-03-16,0.46,1,365
22388131,Well appointed private cottage with full kitchen,111595419,Stan,,Bayview,37.73616,-122.39273,Entire home/apt,103,30,20,2018-04-21,0.48,1,0
22396454,Condo in Hayes Valley w Private Balcony,1257432,Rebecca,,Downtown/Civic Center,37.77512,-122.42004,Entire home/apt,110,30,4,2020-11-13,0.09,22,330
22396902,"Charming Room, ""The Library"" in Duboce Triangle",72308207,Stephen,,Castro/Upper Market,37.76914,-122.43343,Private room,80,3,171,2021-07-31,4.17,1,74
22402266,Sunny Flat by Ocean Beach w/Free Prkg & Laundry!,80517551,Lily And Jacob,,Outer Sunset,37.74756,-122.48892,Entire home/apt,109,30,27,2021-07-09,0.64,1,60
22403752,Modern Large GARDEN STUDIO by Presidio & GG PARK,163722561,Ann,,Inner Richmond,37.78326,-122.47171,Entire home/apt,96,30,7,2021-07-16,0.18,3,335
22410367,One bedroom apt by Alamo Square. F3,374909,Eric,,Western Addition,37.77494,-122.43224,Entire home/apt,85,30,8,2020-07-31,0.31,14,323
22410401,Lumber Inspired Grand Bedroom! (Russian Hill),158369175,Ejlam,,Marina,37.80122,-122.42536,Private room,99,30,1,2018-07-11,0.03,9,89
22430481,Sparkling Sunset Oasis--Beach/Park/WIFI/Clean!,55550031,Molly,,Outer Sunset,37.75841,-122.49703,Entire home/apt,174,7,99,2021-07-04,2.59,4,30
22433252,Huge master room in sunny top-floor Edwardian,37104632,Margaret,,Inner Richmond,37.78418,-122.4601,Private room,85,2,16,2020-02-27,0.63,1,0
22435235,Castro 4bd/2ba flat all yours,102598592,Luke,,Castro/Upper Market,37.7657,-122.43372,Entire home/apt,485,30,0,,,1,0
22453044,Charming Remodeled Downtown Studio,4430421,Landmark,,Downtown/Civic Center,37.78559,-122.41654,Entire home/apt,83,30,0,,,146,174
22468877,Charming One Bedroom in Noe Valley,1892430,Jan,,Noe Valley,37.74976,-122.42885,Entire home/apt,105,30,0,,,31,326
22469468,Cozy Private Guest Suite w/ Full Bath & Deck in SF,10267172,Cédric & Jun,,Visitacion Valley,37.72354,-122.40393,Private room,80,2,206,2021-06-18,4.92,4,74
22473319,Private Studio Condo Near JP Morgan Healthcare Con,32651183,Christian,,Downtown/Civic Center,37.78942,-122.40805,Entire home/apt,375,280,1,2018-01-11,0.02,7,179
22481779,LAST MINUTE Private Studio Unit Near JP Morgan Con,32651183,Christian,,Chinatown,37.79144,-122.40654,Entire home/apt,450,280,0,,,7,89
22481780,LAST MINUTE Private Studio Unit Near JP Morgan Con,32651183,Christian,,Financial District,37.78966,-122.406,Entire home/apt,450,280,0,,,7,89
22481782,LAST MINUTE Private Studio Unit Near JP Morgan Con,32651183,Christian,,Chinatown,37.79154,-122.40766,Entire home/apt,450,280,0,,,7,179
22481783,Private Studio Condo Near JP Morgan Healthcare Con,32651183,Christian,,Chinatown,37.79146,-122.40792,Entire home/apt,450,280,0,,,7,178
22481784,Private Studio Condo Near JP Morgan Healthcare Con,32651183,Christian,,Chinatown,37.79107,-122.40597,Entire home/apt,450,280,0,,,7,178
22481785,Private Studio Condo Near JP Morgan Healthcare Con,32651183,Christian,,Downtown/Civic Center,37.78959,-122.40792,Entire home/apt,375,280,1,2018-01-11,0.02,7,178
22495406,"Share our home: walking, transit, shopping, food",3138116,Jay & Kevin,,Castro/Upper Market,37.76393,-122.42817,Private room,92,6,22,2021-06-22,0.54,2,0
22498059,Victorian spaciousness and quiet nice Garden view,158369175,Ejlam,,Russian Hill,37.80252,-122.4246,Private room,95,30,0,,,9,180
22507343,NEW! Fabulous 3 bed flat for long stays,1272604,David,,Castro/Upper Market,37.75923,-122.44279,Entire home/apt,400,120,0,,,2,215
22507454,"Large, Bright 2 Bedroom Apartment!",150732464,Salman,,Nob Hill,37.79574,-122.41739,Entire home/apt,95,30,1,2018-06-08,0.03,7,331
22508234,"Bright, large & stylish 3 Bed with deck, yard, pkg",1272604,David,,Castro/Upper Market,37.75932,-122.44298,Entire home/apt,400,120,0,,,2,215
22512581,Hayes Valley Haven - sunny with private entrance,152997097,James And Kim,,Western Addition,37.77296,-122.42525,Private room,124,2,88,2021-07-30,2.98,2,104
22525784,Large upstairs sunny queen room in Mission Terrace,9109983,Geoffrey,,Outer Mission,37.72275,-122.43947,Private room,80,7,39,2020-09-04,1.12,4,351
22532009,Twin peaks - JJ's Homes,158469625,Jinza,,Twin Peaks,37.75204,-122.45008,Entire home/apt,302,3,145,2021-06-26,3.63,1,226
22534933,Essential Comfy Bedroom! (Russian Hill),158369175,Ejlam,,Russian Hill,37.80245,-122.42344,Private room,69,30,2,2019-05-24,0.09,9,64
22546291,PRIVATE BEDROOM WITH SHARED BATHROOM IN HOUSE,99664272,Monita,,Outer Mission,37.7137,-122.44863,Private room,45,30,1,2018-09-22,0.03,4,337
22548614,"Airy private room in quiet home, Castro",165656350,Judy,,Castro/Upper Market,37.75842,-122.43442,Private room,90,1,187,2021-08-01,4.74,1,121
22550323,Master Suite w/ Gorgeous Ocean Views,7167082,Ahmed,,Outer Richmond,37.77587,-122.5061,Private room,82,90,0,,,1,180
22551762,Cozy Private Master Suite & Bath + Parking,99664272,Monita,,Outer Mission,37.71195,-122.45067,Private room,80,30,0,,,4,365
22551985,Charming Mission Studio w/ Office,4430421,Landmark,,Mission,37.76427,-122.41885,Entire home/apt,90,30,4,2019-07-31,0.10,146,143
22563498,Cozy King Bedroom & Bath in Pacific Heights,163339428,Jenny,,Pacific Heights,37.79214,-122.42524,Private room,400,2,124,2020-02-18,3.04,3,44
22565419,Fantastic location SOMA condo,165836221,Leslie,,South of Market,37.77795,-122.39628,Entire home/apt,145,62,8,2020-04-26,0.26,1,306
22567198,Elegant Private Unit,1892430,Jan,,Marina,37.79839,-122.42864,Entire home/apt,100,30,3,2019-02-24,0.09,31,328
22568473,Witchy Bohemian Victorian guest room in NOPA,224980,Larry And Robin,,Haight Ashbury,37.77557,-122.44239,Private room,105,2,23,2021-07-30,0.53,2,60
22577863,93 UCSF-Golden gate park lovely spacious privateRm,131200418,Lois,,Inner Sunset,37.76544,-122.47301,Private room,63,30,5,2019-12-24,0.13,15,167
22586319,Cozy Guest Suite 1BA/1BR (B),149498560,Jean,,Visitacion Valley,37.71406,-122.40652,Entire home/apt,81,1,256,2021-08-02,6.36,4,47
22592721,94UCSF/Golden G. Park Victorian apt 2-3bd rm w/1ba,131200418,Lois,,Inner Sunset,37.76377,-122.47286,Entire home/apt,112,30,4,2021-08-01,0.10,15,120
22597536,Charming/Bright Top Floor Studio w/ Views,4430421,Landmark,,Downtown/Civic Center,37.78428,-122.41592,Entire home/apt,91,30,1,2019-07-01,0.04,146,173
22601496,Awesome private bedroom with private full bathroom,166266082,Jason,,Seacliff,37.77895,-122.50961,Private room,68,30,19,2019-12-20,0.47,4,153
22608611,Spacious Room w/ Private Bath + Entry in Safe Area,26932354,Ali,,Noe Valley,37.74929,-122.4253,Private room,94,3,88,2021-07-27,2.35,2,7
22609372,Large One Bedroom on Buena Vista Park,1892430,Jan,,Haight Ashbury,37.76909,-122.4436,Entire home/apt,105,30,5,2021-08-01,0.13,31,338
22615137,PRISTINE Central Hayes Valley CONDO/BUSINESS READY,166447017,Rob,,Western Addition,37.77412,-122.4256,Entire home/apt,131,30,18,2019-03-29,0.43,1,0
22636987,Large Sunny Bedroom with Bay Windows in Historic Castro Area,1166291,Tim,,Castro/Upper Market,37.75907,-122.43323,Private room,162,3,57,2021-07-30,2.63,2,14
22638626,Centrally located Alamo Square Flat,8860167,William,,Western Addition,37.77372,-122.43587,Entire home/apt,203,30,25,2021-07-02,0.72,3,338
22652071,Well Located and Economical 2 Bedroom,1892430,Jan,,Haight Ashbury,37.76909,-122.4436,Entire home/apt,126,30,2,2021-04-30,0.16,31,228
22653093,Bright Remodeled Studio in Downtown - VIEWS!,4430421,Landmark,,Downtown/Civic Center,37.78497,-122.41447,Entire home/apt,89,30,5,2020-05-18,0.17,146,174
22656065,Remodeled Downtown Studio - Convenience!,4430421,Landmark,,Downtown/Civic Center,37.7847,-122.41648,Entire home/apt,85,30,4,2019-11-02,0.10,146,174
22662336,92 UCSF-Golden gate park cozy sunny private rm,131200418,Lois,,Inner Sunset,37.76515,-122.47091,Private room,55,30,4,2019-11-03,0.21,15,179
22665446,"Large, sunny 4BR Home in Bernal Heights",2990879,Virginia,,Bernal Heights,37.74191,-122.41428,Entire home/apt,400,4,17,2021-06-25,0.45,1,7
22668931,Cozy One Bedroom Just a Block From Dolores Park,285808053,Karen,,Mission,37.75895,-122.42338,Entire home/apt,120,30,1,2018-10-26,0.03,30,57
22669291,Have It All - Park Location & Convenient Amenities,285808053,Karen,,Mission,37.7573,-122.42384,Entire home/apt,120,30,2,2019-10-08,0.07,30,60
22676191,Marina Duplex Great Location!,72920185,Dan,,Marina,37.79964,-122.43397,Private room,53,30,0,,,1,129
22676805,Haight-Ashbury Studio apt#7 Wi-Fi. kitchen .W/D,110078968,Ahmed,,Haight Ashbury,37.77076,-122.44548,Entire home/apt,63,30,8,2021-06-21,0.30,8,228
22690547,Private Bedroom&Bath. Private Entrance. FREE wifi.,140678774,Salma Chantana,,Parkside,37.74608,-122.48276,Private room,129,3,31,2020-03-06,0.76,1,38
22690820,Remodeled Studio w/ Modern Touches & Views!,4430421,Landmark,,Downtown/Civic Center,37.7844,-122.41459,Entire home/apt,88,30,1,2018-09-01,0.03,146,172
22693162,"San Francisco Room at Bliss, Private bath",1258368,Faiz,,Bayview,37.73216,-122.38738,Private room,50,30,11,2021-02-02,0.26,5,83
22693303,"Sunset Room at Bliss, Shared bath",1258368,Faiz,,Bayview,37.73309,-122.39175,Private room,46,30,11,2021-06-12,0.27,5,77
22693396,"New York Room at Bliss, Shared bath",1258368,Faiz,,Bayview,37.73063,-122.38668,Private room,44,30,11,2021-07-07,0.26,5,58
22694237,Parkside cozy studio w/private bath and entry,131200418,Lois,,Parkside,37.74263,-122.47576,Private room,56,30,0,,,15,152
22702846,Bright Downtown Studio w/ the Comforts of Home!,4430421,Landmark,,Downtown/Civic Center,37.78424,-122.41621,Entire home/apt,89,30,1,2018-07-28,0.03,146,173
22704895,Cozy Private Master Suite & Bath + Parking,99664272,Monita,,Outer Mission,37.71417,-122.45035,Private room,80,30,2,2018-08-12,0.05,4,149
22705767,"Quiet, private sanctuary in great Mission 'hood!",9130610,Mark,,Mission,37.75897,-122.40933,Private room,100,30,42,2019-12-15,1.06,2,87
22706971,Bay View!,1583279,Jordan,,Financial District,37.79431,-122.39303,Entire home/apt,2000,31,0,,,1,0
22718099,Alice & Michael's Airbnb 1-Bedroom Suite,167608343,Alice,,Outer Sunset,37.75932,-122.49847,Entire home/apt,138,3,143,2020-03-01,3.88,1,215
22737945,Standard Room in Victorian House - Russian Hill,158369175,Ejlam,,Russian Hill,37.80217,-122.4233,Private room,93,30,3,2018-07-31,0.12,9,365
22738026,Standard Room in Victorian House in Russian Hill,158369175,Ejlam,,Russian Hill,37.80126,-122.42316,Private room,89,30,6,2021-07-01,0.17,9,327
22748621,"Perfect Apartment, Lots of natural light",9632192,Lynn,,Western Addition,37.77248,-122.4252,Entire home/apt,100,30,1,2019-06-16,0.04,12,334
22755070,Charming Nob Hill Pad,285808053,Karen,,Chinatown,37.79302,-122.40735,Entire home/apt,140,30,0,,,30,88
22764131,Castro / Corona Heights Charmer with a View (3 bd),163243187,Bryan,,Castro/Upper Market,37.76182,-122.44351,Entire home/apt,499,3,54,2021-07-13,1.76,2,115
22768632,"New, modern and private Cole Valley Jr 1 bed",40963718,Blythe,,Haight Ashbury,37.76575,-122.44912,Entire home/apt,100,30,8,2021-01-03,0.29,1,257
22773184,Charming Remodeled Top Floor Studio w/ VIEWS!,4430421,Landmark,,Downtown/Civic Center,37.78605,-122.41613,Entire home/apt,91,30,0,,,146,172
22792806,Serene Studio in Great Location,1892430,Jan,,Pacific Heights,37.79085,-122.43529,Entire home/apt,89,30,3,2021-03-13,0.15,31,308
22792828,The Castle Retreat House,130921045,Paul,,Bayview,37.73534,-122.39224,Entire home/apt,1200,2,4,2020-10-25,1.41,3,333
22793002,Sublime Ocean Views,1892430,Jan,,Outer Richmond,37.77596,-122.50838,Entire home/apt,108,30,0,,,31,223
22793232,Economic Unit at the Center of Everything,1892430,Jan,,North Beach,37.80106,-122.40865,Entire home/apt,165,30,3,2019-11-11,0.08,31,0
22800066,Charming Edwardian Castro District 1BR Apartment,51158145,Adelheid,,Castro/Upper Market,37.75961,-122.43203,Entire home/apt,135,30,12,2021-01-05,0.30,1,305
22815676,Charming 1x1 in Hip Mission/Dolores!,4430421,Landmark,,Mission,37.75423,-122.42412,Entire home/apt,118,30,0,,,146,168
22829352,Nice cozy room in the heart of San Francisco,168755616,George,,Mission,37.75408,-122.40963,Private room,46,31,9,2021-07-01,0.28,2,177
22831677,*Amazing Dogpatch Condo. Parking & Gym*. Top Floor,167968022,Jin,,Potrero Hill,37.76097,-122.39152,Entire home/apt,125,30,6,2021-06-05,0.19,1,182
22869439,"Spacious, Remodeled 3BR/2.5B Home w/ Free Parking",5326196,Mila,,Inner Sunset,37.75296,-122.45725,Entire home/apt,379,3,3,2019-08-30,0.12,1,0
22886185,"Spacious and Bright Apartment, great location!",9632192,Lynn,,Western Addition,37.77317,-122.42439,Entire home/apt,90,30,7,2021-07-31,0.20,12,337
22903941,Italianate Victorian 2 BR + Office & Den Nob Hill,13832870,International,,Nob Hill,37.793,-122.41656,Entire home/apt,206,30,1,2019-11-09,0.05,19,201
22904891,"Garden courtyard, Professional apt, live/work",16338882,Judy,,Mission,37.76563,-122.40846,Entire home/apt,108,30,10,2021-03-28,0.30,1,31
22906854,Mission Studio  w/ Character & Charm,4430421,Landmark,,Mission,37.76397,-122.41818,Entire home/apt,89,30,1,2018-04-21,0.02,146,175
22908548,Light-Filled Mission Studio!,4430421,Landmark,,Mission,37.7661,-122.41761,Entire home/apt,89,30,1,2018-04-15,0.02,146,132
22944965,NOPA Victorian Apartment 2BED/2BATH,38836,Bernat,,Haight Ashbury,37.77396,-122.43931,Entire home/apt,132,30,5,2021-04-14,0.12,28,288
22946959,Haight-Ashbury Studio apt#8 Wi-Fi kitchen W/D,110078968,Ahmed,,Haight Ashbury,37.77062,-122.44481,Entire home/apt,65,30,10,2021-02-22,0.47,8,243
22970151,Artistic 1BR Apartment in Beautiful Russian Hill,168622682,Ceri,,Russian Hill,37.79731,-122.42157,Entire home/apt,134,30,29,2021-06-14,0.69,1,149
22970266,91 UCSF/G.G Park spacious rm w/shared full kitchen,131200418,Lois,,Inner Sunset,37.76361,-122.47115,Private room,58,30,8,2020-05-04,0.26,15,239
22972604,Beautiful Studio Apartment near Mission,1393328,Gustav Alexander,,Crocker Amazon,37.71122,-122.43705,Entire home/apt,85,30,2,2021-07-31,0.05,2,86
22981152,Convenient light-filled apartment with view,3676663,Catherine Marie,,Bernal Heights,37.74043,-122.41977,Entire home/apt,150,30,1,2018-06-28,0.03,2,337
22989582,5bc UCSF/GG Park Quality private Rm w/shared bath,62034618,Ting Ting,,Outer Sunset,37.76483,-122.47945,Private room,48,30,7,2020-01-30,0.35,18,325
23004848,Well Appointed Studio Next to Hilton SF,4430421,Landmark,,Downtown/Civic Center,37.786,-122.4107,Entire home/apt,79,30,3,2019-08-12,0.11,146,173
23004935,Red Victorian - Private room -  Rainbow Room,117141107,Zarinah,,Haight Ashbury,37.76944,-122.44992,Hotel room,198,1,69,2020-03-08,2.18,43,0
23020140,SAN FRANCISCO BOUTIQUE HOTEL-SLEEPS 4,64646820,Michelle,,Downtown/Civic Center,37.77964,-122.42111,Private room,141,3,23,2019-01-11,0.58,38,12
23022998,Bright Mission Walk-Up Studio!,4430421,Landmark,,Mission,37.75613,-122.40833,Entire home/apt,90,30,1,2019-09-15,0.04,146,163
23025299,"【A】Comfy,Separate Entrance&Private Bath Guest Room",170765678,Rachel,,Outer Mission,37.71142,-122.45008,Private room,74,2,186,2021-07-10,4.56,2,274
23087617,4BR/2BA Remodeled Home in the ❤️ of The Castro!,2711732,Keith,,Castro/Upper Market,37.75908,-122.43516,Entire home/apt,1155,2,4,2021-06-14,0.12,4,351
23095049,Remodeled Master Suite in the ❤️ of The Castro,2711732,Keith,,Castro/Upper Market,37.75923,-122.43522,Private room,181,1,48,2020-11-30,1.19,4,90
23106655,Potrero Hill Sunset Retreat,170427853,Al,,Potrero Hill,37.75588,-122.39937,Entire home/apt,139,30,21,2021-05-03,0.50,1,175
23121061,Large & Bright Room in the ❤️ of The Castro,2711732,Keith,,Castro/Upper Market,37.76011,-122.4346,Private room,159,1,55,2021-07-12,1.30,4,358
23147212,Beautiful Room in Outer Richmond!,56398946,Marcia,,Outer Richmond,37.77856,-122.50215,Private room,71,1,190,2020-03-16,5.27,3,219
23147423,Designer Single Family Home,172003832,Sylvia,,Glen Park,37.73491,-122.43271,Entire home/apt,215,30,1,2021-07-03,0.91,1,65
23147806,Roaring 20s original.  (1917 Classic SF home),172043251,Peter,,Mission,37.74795,-122.42423,Private room,84,2,31,2021-06-25,1.35,3,150
23150717,Live like you own Church street in SF,100672984,Roberto,,Castro/Upper Market,37.76249,-122.42926,Entire home/apt,184,2,80,2021-07-25,4.57,3,93
23165203,Gorgeous San Francisco View Home,60283024,Jessica,,Marina,37.79638,-122.4388,Entire home/apt,750,4,3,2019-08-19,0.08,1,0
23179561,Studio At Donatello Hotel near Union Square,47514427,Jeffrey & Susan & Bryce,,Downtown/Civic Center,37.78787,-122.4104,Private room,197,2,19,2020-03-05,0.46,36,151
23184048,Bright & Lovely Remodeled 1x1 in Downtown SF,4430421,Landmark,,Downtown/Civic Center,37.78621,-122.41622,Entire home/apt,105,30,1,2018-05-13,0.03,146,155
23204343,Private Windsor Terrace Guest Suite,172548751,Alex,,Inner Sunset,37.75841,-122.46508,Private room,65,30,3,2019-08-25,0.08,1,156
23205030,Modern 2BR2BA ☀️ Sunny Yard ☀️ 55”TV A+WiFi ☀️Laundry,6017407,Ethan,,Bayview,37.72978,-122.40149,Entire home/apt,99,30,5,2021-03-04,0.17,3,208
23209264,"Relaxing and private, with views!",23741447,Linda,,Bayview,37.73304,-122.38619,Entire home/apt,93,2,206,2021-06-27,6.16,2,28
23215410,UCSF Studio-Golden Gate Park beautiful newly built,131200418,Lois,,Inner Sunset,37.76351,-122.47142,Entire home/apt,91,30,12,2021-06-20,0.43,15,37
23215586,Dogpatch Loft,172659027,Bina,,South of Market,37.76968,-122.38952,Entire home/apt,300,183,0,,,1,0
23217998,Business Ready in the ❤️ of The Castro ❤️ W/D,2711732,Keith,,Castro/Upper Market,37.76078,-122.43386,Private room,121,1,56,2021-07-15,1.34,4,173
23218751,Charming room in the Heart of San Francisco.,168755616,George,,Mission,37.7525,-122.41123,Private room,66,31,6,2019-08-11,0.15,2,260
23222043,.Spacious Hayes Valley Apartment,9632192,Lynn,,Western Addition,37.77317,-122.42439,Entire home/apt,85,30,6,2020-04-01,0.22,12,333
23230950,Stunningly Elegant Victorian,4152894,Gena And Jon,,Haight Ashbury,37.7697,-122.44315,Private room,130,3,22,2020-01-15,0.57,2,133
23235919,San Fran Gem / great location/ 3plus BR/ 2.5 Bath,55485389,Trish,,Glen Park,37.73776,-122.43784,Entire home/apt,400,3,5,2019-12-01,0.13,1,1
23240184,"【B】Comfy,Separate Entrance&Private Bath Guest Room",170765678,Rachel,,Outer Mission,37.71285,-122.45034,Private room,76,2,162,2021-07-19,4.47,2,314
23255383,Quiet & private master in the heart of Noe Valley,3596929,Paul,,Noe Valley,37.75072,-122.43566,Private room,110,3,67,2020-11-26,1.67,1,0
23269859,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78777,-122.40677,Private room,79,1,5,2019-06-01,0.24,53,91
23271377,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78669,-122.40882,Hotel room,79,1,7,2020-02-24,0.33,53,108
23271459,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78745,-122.40714,Hotel room,79,1,3,2019-05-23,0.17,53,91
23271549,Stratford Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78816,-122.40697,Private room,79,1,9,2020-03-02,0.39,53,91
23271623,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78584,-122.40702,Private room,79,1,3,2018-04-03,0.16,53,91
23271702,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78819,-122.40774,Private room,79,1,8,2020-02-14,0.34,53,91
23271772,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78737,-122.40911,Private room,79,1,5,2020-02-27,0.12,53,91
23271859,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78811,-122.40695,Private room,79,1,0,,,53,91
23271975,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78633,-122.40883,Private room,79,1,14,2020-02-28,0.71,53,91
23288262,Noe/Castro Sunny Modernism,15870126,Trish,,Castro/Upper Market,37.75781,-122.43648,Entire home/apt,112,30,6,2020-05-02,0.15,1,333
23292785,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.7877,-122.40894,Private room,79,1,13,2019-12-16,0.65,53,91
23292883,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78788,-122.40713,Private room,79,1,8,2020-02-26,0.20,53,108
23292919,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78787,-122.40881,Private room,79,1,2,2018-04-16,0.11,53,108
23293005,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78809,-122.40739,Private room,79,1,1,2018-04-12,0.02,53,91
23293057,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78765,-122.40677,Hotel room,79,1,10,2019-09-04,0.56,53,108
23293099,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78793,-122.40685,Private room,79,1,4,2020-02-23,0.17,53,108
23293368,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78661,-122.40684,Private room,79,1,0,,,53,108
23293404,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78806,-122.40891,Private room,79,1,4,2019-09-05,0.10,53,108
23293457,Stratford Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78654,-122.40715,Private room,79,1,0,,,53,91
23293773,2 Bedroom Townhouse in SOMA,48005494,Zeus,,South of Market,37.7753,-122.39526,Entire home/apt,291,30,3,2019-09-07,0.12,54,362
23294130,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78735,-122.40703,Private room,79,1,8,2018-12-27,0.20,53,108
23303083,"Your private oasis: shops, restaurants, parks",3138116,Jay & Kevin,,Castro/Upper Market,37.76531,-122.42814,Entire home/apt,194,3,17,2021-06-05,0.45,2,17
23307906,The Urban Loft,10626427,Evie,,Mission,37.76486,-122.41167,Entire home/apt,498,2,2,2018-08-19,0.05,1,175
23312433,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78742,-122.40701,Private room,79,1,9,2018-10-17,0.22,53,108
23312525,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78598,-122.40845,Hotel room,79,1,28,2020-02-28,0.82,53,91
23312568,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78774,-122.40893,Private room,79,1,5,2018-10-13,0.14,53,108
23312618,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78817,-122.40751,Private room,79,1,11,2019-03-01,0.32,53,108
23312644,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78634,-122.40717,Hotel room,79,1,13,2019-05-22,0.44,53,108
23312670,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78752,-122.40679,Private room,79,1,5,2018-10-16,0.14,53,108
23312702,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78622,-122.40904,Private room,79,1,7,2019-01-27,0.23,53,108
23312729,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78677,-122.40681,Private room,79,1,6,2018-03-30,0.14,53,108
